industry,requested_amount_usd,milestone_count,team_experience_years,is_successful
Advertising,470000.0,2,0.0,1
Health and Wellness,300000.0,1,1.2402464065708418,0
Financial Services,60000.0,1,0.5886379192334018,0
Biotechnology,1500000.0,1,1.0,1
Classifieds,10000.0,1,0.0,0
Networking,0.0,1,21.856262833675565,1
Biotechnology,23000000.0,1,8.646132785763175,1
Advertising,2900000.0,3,0.0,0
Advertising,27000000.0,2,0.0,1
Advertising,100000.0,2,2.409308692676249,1
Services,25000000.0,1,1.0,0
DOD/Military,256000.0,2,0.459958932238193,0
Advertising,8500000.0,2,0.5010266940451745,1
Software,1540000.0,3,0.2518822724161533,1
Advertising,200000.0,1,0.7091033538672142,0
Biotechnology,46500000.0,3,1.0,1
Big Data Analytics,0.0,1,0.33401779603011633,1
Advertising,600000.0,1,0.5010266940451745,0
Advertising,30000000.0,3,1.111567419575633,1
Advertising,5000000.0,1,5.9986310746064335,1
Advertising,26000.0,1,0.999315537303217,0
Advertising,46800000.0,4,0.0,1
Advertising,5000000.0,1,1.2511978097193703,1
Biotechnology,7588201.0,2,1.0,0
Advertising,0.0,1,0.5338809034907598,0
Biotechnology,55500000.0,3,0.999315537303217,1
Advertising,29575000.0,5,2.099931553730322,1
Messaging,18500000.0,2,0.2518822724161533,1
News,56464869.0,5,1.4236824093086926,1
Advertising,1230000.0,2,0.4243668720054757,1
Business Services,2000000.0,1,56.993839835728956,1
Advertising,300000.0,1,1.0,0
Advertising,0.0,1,3.0855578370978782,1
Advertising,3216500.0,1,1.0,1
Advertising,17807000.0,4,1.4948665297741273,1
Business Services,150000.0,1,1.0,0
Ad Targeting,1000000.0,1,1.2840520191649556,0
Advertising,20000000.0,1,4.6652977412731005,1
Advertising,31634312.0,7,0.12046543463381246,1
Advertising,100000.0,1,0.0,0
Advertising,0.0,2,0.2464065708418891,1
Advertising,0.0,1,0.0,0
Advertising,1300000.0,1,0.5886379192334018,1
Advertising,100000.0,1,0.30390143737166325,1
Clean Energy,25500000.0,3,0.7912388774811773,1
Biotechnology,143380947.0,8,9.878165639972622,1
Advertising,100000.0,1,0.0,0
Biotechnology,52750600.0,1,12.128678986995208,1
Semiconductors,15000000.0,1,1.0,1
Biotechnology,33500000.0,2,2.8884325804243667,1
Biotechnology,12300000.0,2,3.028062970568104,0
Biotechnology,57777000.0,3,2.863791923340178,1
Software,10000000.0,1,11.570157426420261,1
Design,0.0,1,6.135523613963039,1
Clean Technology,31670000.0,2,2.2286105407255303,0
Health Care,16211800.0,1,6.907597535934292,1
Technology,399947.0,3,1.0,0
Hardware + Software,5455180.0,6,1.0,1
Advertising,500000.0,1,0.038329911019849415,0
Technology,60764825.0,1,1.0,1
Advertising,0.0,1,9.99315537303217,1
Biotechnology,2000000.0,1,3.3319644079397674,0
Analytics,562336.0,1,1.0,1
Clean Technology,13000000.0,1,0.0,0
Computers,6000000.0,1,14.03422313483915,1
Biotechnology,39700000.0,5,5.711156741957564,1
Semiconductors,24000000.0,3,1.0677618069815196,1
Biotechnology,98537423.0,8,7.748117727583847,1
Enterprise Software,980000.0,1,1.0,0
Clean Technology,78000000.0,3,1.0,1
Consulting,2930000.0,2,1.0,0
E-Commerce,3500000.0,1,4.024640657084189,1
Application Platforms,5000000.0,1,1.0,0
Advertising,8000000.0,1,1.0,1
Curated Web,1000000.0,1,2.2888432580424367,0
Mobile,1000000.0,1,1.0,1
Advertising,24997.0,1,0.32854209445585214,0
Advertising,351681.0,2,3.9479808350444903,0
Advertising,22800000.0,3,2.083504449007529,1
Advertising,1400000.0,2,0.999315537303217,0
Advertising,10250000.0,1,1.0,0
Clean Technology,6500000.0,1,1.0,1
Biotechnology,19814760.0,2,5.486652977412731,1
Enterprises,1304000.0,1,1.0,1
Information Technology,8000000.0,1,5.412731006160164,1
Health Care,0.0,1,1.0,0
Hardware + Software,7857000.0,4,8.714579055441478,1
Web Hosting,5000000.0,1,6.976043805612594,1
Web Hosting,40000000.0,3,6.1711156741957565,1
Biotechnology,253614965.0,5,5.664613278576318,1
Automotive,396528.547243142,1,8.479123887748118,0
Aerospace,159000.0,1,1.0,0
Mobile,104952382.0,6,0.49555099247091033,1
Biotechnology,1349360.0,1,1.0,0
Aerospace,243000.0,1,18.32991101984942,0
Consumers,150000000.0,1,27.4031485284052,1
Mobile,49000000.0,4,8.164271047227926,1
Biotechnology,120500000.0,5,3.2361396303901437,0
Health Care,1200000.0,5,1.0,0
Biotechnology,0.0,1,1.0,1
Cosmetics,6500000.0,1,1.1252566735112937,1
Automotive,150000.0,1,0.8952772073921971,0
Health Care,17681234.0,12,10.521560574948666,1
Biotechnology,108377224.0,5,7.255304585900069,1
Ad Targeting,85000000.0,2,0.0,1
Software,151525.0,1,1.0,0
Curated Web,0.0,1,1.0,1
Biotechnology,81800000.0,5,7.230663928815879,1
Advertising,10500000.0,2,3.5181382614647503,1
Furniture,0.0,1,9.998631074606434,1
Biotechnology,112999999.0,3,1.0,0
Cloud Computing,0.0,1,0.8323066392881588,0
Domains,5000000.0,1,1.0,1
Games,27500000.0,2,2.757015742642026,1
Business Services,225000.0,1,1.4976043805612593,0
Biotechnology,0.0,1,0.0,1
Software,1171300.0,1,11.917864476386036,1
Communications Infrastructure,50311.0,1,0.0,0
Reviews and Recommendations,45000.0,1,0.08487337440109514,0
Biotechnology,171140000.0,5,15.589322381930184,1
Advertising,74311925.0,8,0.0,1
Gift Card,50000.0,1,0.0,0
Analytics,640000.0,1,0.0,0
Biotechnology,111005000.0,7,12.821355236139631,1
Enterprise Software,25000.0,1,0.7063655030800822,1
Lasers,168000000.0,4,2.7761806981519506,1
SaaS,40000000.0,1,1.8507871321013005,0
Software,735330.0,1,1.0,1
Software,12265000.0,3,10.17659137577002,0
Biotechnology,119823937.0,4,0.5147159479808351,1
Enterprise Software,2000000.0,1,0.8569472963723477,1
Enterprise Software,22000000.0,2,1.0,1
Clean Technology,0.0,1,4.358658453114305,1
Delivery,10000.0,1,0.405201916495551,0
Nanotechnology,1000000.0,1,1.0,0
Biotechnology,57100000.0,4,8.101300479123887,1
Clean Technology,81672000.0,1,5.379876796714579,0
Agriculture,7300000.0,1,1.1170431211498972,0
Farming,0.0,1,0.08487337440109514,0
Mobile,3000000.0,1,1.0,1
Advertising,0.0,1,1.2539356605065024,0
Biotechnology,29500000.0,3,0.6297056810403833,1
Finance,1500000.0,1,1.0,0
Mobile,17300000.0,2,7.197809719370294,1
Analytics,0.0,1,2.00684462696783,1
Software,0.0,1,1.0,0
Analytics,7500000.0,2,0.944558521560575,1
Hospitality,97500.0,1,1.0,0
Gps,10000000.0,1,0.0,0
Mobile,25000000.0,1,7.734428473648186,1
Mobile,2500000.0,2,1.0,1
Cloud Computing,27500000.0,2,1.2375085557837098,1
Mobile,14000000.0,1,5.8726899383983575,1
Hardware + Software,929212.0,1,0.3723477070499658,0
Biotechnology,20000000.0,1,3.9452429842573578,1
Web Hosting,20000000.0,1,1.404517453798768,1
Health Diagnostics,0.0,1,1.0,1
Messaging,12000000.0,2,29.07049965776865,1
Location Based Services,3675000.0,1,5.297741273100616,1
Cloud Data Services,28000.0,2,1.0,1
Public Transportation,10500000.0,2,1.352498288843258,0
Mobile,141636023.0,11,17.67008898015058,1
Mobile,17506428.0,2,7.321013004791239,1
Mobile,225000000.0,2,10.149212867898699,1
Software,38809918.0,3,0.8815879534565366,1
Apps,11500000.0,2,1.891854893908282,1
Games,816000.0,1,1.0,1
Advertising,0.0,1,1.2073921971252566,0
Cloud Infrastructure,0.0,1,2.6365503080082138,1
Advertising,43000000.0,2,0.70362765229295,0
Location Based Services,0.0,1,2.809034907597536,0
Games,5045650.01145544,3,0.0,1
Biotechnology,26100000.0,5,0.6379192334017796,1
Biotechnology,83100000.0,4,2.704996577686516,1
Software,18705000.0,2,12.83230663928816,0
Advertising Platforms,0.0,1,0.0,0
Software,11300000.0,2,1.054072553045859,1
Games,36150000.0,6,1.0,0
Banking,850000.0,2,2.3353867214236823,1
Games,1900000.0,1,1.4072553045859,0
Software,53730000.0,5,0.3394934976043806,1
Semiconductors,10000000.0,1,7.512662559890486,1
Semiconductors,46953358.0,6,0.49555099247091033,1
Web Hosting,30200000.0,2,2.3600273785078714,1
Innovation Management,30000000.0,1,1.0,0
Mining Technologies,6000000.0,1,40.747433264887064,0
Software,408000.0,1,1.0,0
Pharmaceuticals,20000000.0,2,1.0,1
Software,7202144.0,2,22.99794661190965,1
Finance,105900000.0,1,1.0,0
Internet of Things,163000000.0,2,9.130732375085557,1
Entertainment,442820.114660888,1,1.0,0
Clean Technology,10025000.0,5,1.0,1
Artificial Intelligence,2000000.0,1,8.123203285420944,1
Biotechnology,50653283.0,6,1.0,1
Fitness,378995.0,1,1.0,0
Biotechnology,105000000.0,4,1.4976043805612593,1
Biotechnology,4793666.0,1,9.007529089664613,0
Health Care,7791560.0,1,11.077344284736482,1
Credit,50000.0,1,0.15605749486652978,0
Advertising,571520.0,1,0.7994524298425736,1
Enterprise Software,9500000.0,2,1.3388090349075976,0
Hardware + Software,400000000.0,1,29.71937029431896,1
Biotechnology,31322.8138424199,1,23.249828884325805,1
Biotechnology,113730309.0,5,1.0,1
Manufacturing,10900000.0,1,36.106776180698155,0
Architecture,5200000.0,1,3.728952772073922,1
Biotechnology,2012351.3654922,1,1.0,1
Software,376000.0,1,1.0,0
Business Services,200000.0,1,1.0,1
E-Commerce,4812000000.0,7,0.33401779603011633,1
Hardware + Software,72299357.0,1,1.0,1
Software,6000000.0,1,4.20807665982204,1
Health Care,125000000.0,1,1.319644079397673,0
Curated Web,25000.0,1,1.0,1
Design,0.0,1,1.0,0
Consumer Behavior,0.0,1,0.4928131416837782,0
E-Commerce,100000.0,1,0.0,0
Biotechnology,206050000.0,7,1.5195071868583163,1
Biotechnology,73000000.0,3,3.1156741957563314,1
Biotechnology,250000000.0,1,1.0,1
Enterprise Software,0.0,1,0.0,0
E-Commerce,5000000.0,1,3.4195756331279945,1
Curated Web,1500000.0,1,1.3415468856947297,1
Analytics,3475204.0,4,2.2642026009582477,1
Data Mining,57262275.0,5,1.998631074606434,1
Software,0.0,1,24.082135523613964,1
Biotechnology,5400000.0,1,5.51129363449692,1
Application Platforms,110000000.0,2,1.757700205338809,0
Healthcare Services,30000000.0,1,1.0,1
Apps,47917.0,1,1.0,0
Internet,7000000.0,1,0.999315537303217,0
Biotechnology,40816578.0,7,1.0,1
Mobile,8135000.0,3,8.188911704312115,1
Advertising,125000.0,2,1.998631074606434,0
Biotechnology,11626182.0,2,1.0,1
Android,220000.0,1,0.04654346338124572,0
Public Relations,109000000.0,5,2.425735797399042,0
Advertising,30000000.0,1,4.177960301163586,1
Curated Web,0.0,1,1.5797399041752225,0
Finance,0.0,1,6.034223134839151,1
Curated Web,2000000.0,2,2.861054072553046,1
iPad,0.0,1,3.923340177960301,0
Journalism,4276568.0,2,0.0,0
Communications Hardware,8500000.0,3,7.085557837097878,1
Agriculture,30550000.0,3,5.908281998631074,1
Facebook Applications,0.0,2,0.0,0
Biotechnology,55000000.0,2,0.8295687885010267,1
Health Care,734600000.0,3,1.0,1
Mobile,445000.0,1,0.31759069130732376,0
Location Based Services,1500000.0,1,2.193018480492813,1
Semiconductors,1750000.0,1,4.498288843258043,1
Artificial Intelligence,40000.0,1,1.0841889117043122,0
Fantasy Sports,5000000.0,2,1.0,1
Video,12000000.0,1,1.0,1
Finance,650000.0,3,1.160848733744011,0
Computers,0.0,1,7.422313483915127,1
Content,0.0,1,0.5749486652977412,0
Health Care,58950000.0,2,22.855578370978783,1
News,250000.0,3,0.0,0
BPO Services,0.0,1,10.020533880903491,0
Software,163000.0,1,1.0,0
Manufacturing,72000000.0,1,4.183436002737851,1
Clean Technology,102000000.0,1,1.0,0
Biotechnology,23466666.0,2,1.0,0
Health and Wellness,387996.0,1,1.0869267624914443,0
Clean Technology,10000.0,1,22.89664613278576,0
Software,28000000.0,4,2.0725530458590007,1
Enterprise Software,23000000.0,1,9.023956194387406,1
Biotechnology,32500000.0,2,1.0,0
Public Relations,1000000.0,1,20.13141683778234,1
EdTech,26600000.0,2,0.7255304585900069,1
Communications Infrastructure,0.0,1,3.2854209445585214,1
Security,16000000.0,2,1.2484599589322383,1
Software,31000000.0,2,0.999315537303217,0
Clean Technology,228500000.0,2,1.0,0
Consulting,4000000.0,1,1.0,1
Search,9499393.0,4,0.3668720054757016,1
Health Care,39999999.0,4,2.3956194387405887,0
Technology,86000000.0,2,5.754962354551677,1
Boating Industry,500000.0,1,0.16153319644079397,0
Alumni,20000.0,1,1.0,0
E-Commerce,15590000.0,3,1.0403832991101984,1
Medical Devices,10000000.0,1,1.0,0
Finance,7700000.0,1,1.0,1
Networking,12000000.0,1,1.0,1
Education,650000.0,1,0.8733744010951403,1
Advertising,117994.0,2,0.6652977412731006,0
Social Media,0.0,1,1.0,1
Industrial,12500000.0,1,1.0,0
Analytics,12800000.0,2,2.5516769336071183,0
Semiconductors,76000000.0,4,0.6570841889117043,1
Biotechnology,70000000.0,1,18.781656399726216,1
Software,592365.0,1,12.837782340862423,0
Biotechnology,0.0,1,0.7474332648870636,1
Gambling,800000.0,1,8.082135523613964,1
Mobile,153721622.0,2,0.0,1
Consumer Goods,8000000.0,1,0.9883641341546886,1
Broadcasting,15400000.0,1,2.086242299794661,1
Public Relations,0.0,2,0.9418206707734429,1
Software,6700000.0,1,12.83230663928816,1
Curated Web,41900000.0,3,1.0,1
Hardware + Software,5000000.0,1,15.011635865845312,1
Biotechnology,193727869.0,7,5.360711841204655,1
Customer Service,167000000.0,3,6.247775496235455,1
Semiconductors,10400000.0,3,1.0,1
Software,0.0,1,26.00958247775496,1
Biotechnology,142825000.0,6,0.0,1
Carbon,10750000.0,5,0.999315537303217,1
Mobile,3000000.0,2,0.0,1
Biotechnology,8877015.0,4,1.0,1
Fashion,25000000.0,1,16.517453798767967,0
Cannabis,0.0,1,1.3278576317590691,1
Biotechnology,18121600.0,5,19.351129363449694,1
Business Intelligence,0.0,1,1.0294318959616702,1
Clean Energy,2100000.0,1,9.196440793976729,1
Telecommunications,6000000.0,1,4.657084188911704,1
Hospitality,3740000.0,2,0.9117043121149897,0
Dietary Supplements,500000.0,1,0.0,0
Clean Technology,250000.0,1,1.0,0
Curated Web,0.0,1,6.74880219028063,0
Hospitality,10000000.0,1,13.708418891170432,0
Health Care,4500000.0,1,52.69815195071869,1
Biotechnology,2500000.0,1,4.5338809034907595,0
Health Care,0.0,1,0.0,1
Internet,45000000.0,1,1.0,0
Semiconductors,1000000.0,1,1.0,1
Biotechnology,175463420.0,1,27.19233401779603,1
Clean Technology,9000000.0,1,47.00068446269678,1
Curated Web,0.0,2,0.05201916495550993,1
Analytics,2000000.0,1,1.4537987679671458,1
Biotechnology,9000000.0,1,12.881587953456537,1
Biotechnology,105866943.0,5,2.3627652292950034,1
Curated Web,3900000.0,2,0.0,1
Biotechnology,25000000.0,1,1.0,1
Energy,150000000.0,1,1.0,0
Software,10000000.0,1,4.249144421629021,1
Technology,14000000.0,1,1.0,0
Big Data,72000000.0,6,1.5030800821355237,1
Biotechnology,1025000.0,2,1.0,1
E-Commerce,0.0,1,1.0,1
Apps,400000.0,2,0.0,0
Information Technology,248250.0,2,0.0,0
Mobile,374000000.0,4,1.0,0
Manufacturing,30000000.0,1,1.0,1
Biotechnology,43000000.0,2,0.999315537303217,1
Babies,18000.0,1,1.1854893908281998,0
Biotechnology,63885000.0,2,1.0,1
Analytics,44074955.0,6,2.3983572895277208,1
Biotechnology,14140433.0,3,19.033538672142367,0
Biotechnology,20000000.0,1,1.0,1
Biotechnology,43990999.0,4,24.150581793292265,1
